X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.4572654,47.42322821,2092,1938,47.423234,-122.45728,17801,Puget Sound Educational Service District 121,17402,Vashon Island School District,Student Link,9,12,9600 SW 204th St, ,Vashon,Washington,98070,Danny  Rock,drock@vashonsd.org,206.463.9171," Alternative School, Public School",A,High School,Public
-123.3773952,46.20033654,2093,3467,46.20034218,-123.3774096,6801,Educational Service District 112,35200,Wahkiakum School District,Wahkiakum High School,9,12,PO Box 398, ,CATHLAMET,Washington,98612-0398,Stephanie  Leitz,sleitz@wahksd.k12.wa.us,360.795.3271," Public School, Regular School",P,High School,Public
-119.8988171,46.74044571,2094,1981,46.74045172,-119.8988311,39801,Educational Service District 105,13073,Wahluke School District,Developmental Pre-School,PK,PK,PO Box 907,411 E. Saddle Mt. Drive,Mattawa,Washington,99349,Sean  Langdon,selangdon@wahluke.net,509.932.4433," Public School, Special Education School",S,PK Only,Public
-119.899775,46.74155699,2095,4490,46.741563,-119.899789,39801,Educational Service District 105,13073,Wahluke School District,Saddle Mountain Elementary,K,5,P.O. Box 907, ,Mattawa,Washington,99349-0000,Teri  Davison,tdavison@wahluke.net,509.932.5693," Public School, Regular School",P,Elementary School,Public
-119.920657,46.73791199,2096,1835,46.737918,-119.920671,39801,Educational Service District 105,13073,Wahluke School District,Sentinel Tech Alt School,9,12,P.O. Box 907, ,Mattawa,Washington,99349-0000,William  Von Bracht,wvonbracht@wahluke.net,509.932.3133," Alternative School, Public School",A,High School,Public
-119.896519,46.74293899,2097,5144,46.742945,-119.896533,39801,Educational Service District 105,13073,Wahluke School District,Wahluke Junior High,6,8,PO Box 907, ,Mattawa,Washington,99349,Andrew  Harlow,auharlow@wahluke.net,509.932.4455," Public School, Regular School",P,Middle School,Public
-118.1544864,46.26629385,2098,2174,46.2663,-118.1545,11801,Educational Service District 123,36401,Waitsburg School District,Preston Hall Middle School,6,8,P O Box 217, ,Waitsburg,Washington,99361-0217,Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.9474," Public School, Regular School",P,Middle School,Public
-118.1528054,46.26713885,2099,2386,46.267145,-118.152819,11801,Educational Service District 123,36401,Waitsburg School District,Waitsburg High School,9,12,P O Box 217, ,Waitsburg,Washington,99361-0217,Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.6351," Public School, Regular School",P,High School,Public
-118.3371864,46.05929389,2100,2407,46.0593,-118.3372,11801,Educational Service District 123,36140,Walla Walla Public Schools,Alternative Education Program,9,12,500 Tausick Way, ,WALLA WALLA,Washington,99362-2907,Ron  Higgins,rhiggins@wwps.org,509.527.3020," Alternative School, Public School",A,High School,Public
-118.3525514,46.05645189,2101,5187,46.056458,-118.352565,11801,Educational Service District 123,36140,Walla Walla Public Schools,HEAD START/ECEAP PRESCHOOL,PK,PK,1150 W Chestnut St, ,Walla Walla,Washington,99362,DIANA  EVENSON,devenson@wwps.org,509.526.1780," Affiliated With District, Public School",P,PK Only,Public
-120.4227796,46.4458074,2102,4022,46.44581334,-120.4227936,39801,Educational Service District 105,39207,Wapato School District,Pace Alternative High School,6,12,310 S. Wasco Avenue, ,Wapato,Washington,98951-1357,Paul  Zagelow,PaulZ@wapatosd.org,509.877.6138," Alternative School, Public School",A,Other,Public
-119.0421721,46.96036289,2103,3273,46.960369,-119.042186,4801,North Central Educational Service District 171,13146,Warden School District,Warden High School,9,12,101 W BECK WAY, ,WARDEN,Washington,98857-9401,Courtney  McCoy,cmccoy@warden.wednet.edu,509.349.2581," Public School, Regular School",P,High School,Public
-119.0415852,46.96067503,2104,3909,46.96068114,-119.041599,4801,North Central Educational Service District 171,13146,Warden School District,Warden Middle School,6,8,101 W BECK WAY, ,WARDEN,Washington,98857-9401,Chris  McKnight,cmcknight@warden.wednet.edu,509.349.2902," Public School, Regular School",P,Middle School,Public
-122.3177294,45.57522153,2105,1899,45.57522723,-122.3177436,6801,Educational Service District 112,6112,Washougal School District,Washougal Special Services,PK,PK,4855 Evergreen Way, ,WASHOUGAL,Washington,98671-9176,Allison  Blakely,allison.blakely@washougalsd.org,360.954.3021," Public School, Special Education School",S,PK Only,Public
-120.0697028,47.64487695,2106,2162,47.644883,-120.069717,4801,North Central Educational Service District 171,9209,Waterville School District,Waterville High School,6,12,PO Box 490, ,Waterville,Washington,98858-0490,Catherine  Nelson,cnelson@waterville.wednet.edu,509.745.8585," Public School, Regular School",P,Other,Public
-117.9859061,47.88946772,2107,2549,47.889474,-117.98592,32801,Educational Service District 101,33049,Wellpinit School District,Wellpinit Elementary School,K,5,PO Box 390, ,Wellpinit,Washington,99040-0390,Kim  Ewing,kewing@wellpinit.org,509.258.4535," Public School, Regular School",P,Elementary School,Public
-120.3164516,47.42732619,2108,1612,47.4273322,-120.3164658,4801,North Central Educational Service District 171,4246,Wenatchee School District,Skill Source,9,12,233 North Chelan, ,Wenatchee,Washington,98801-0000,KORY  KALAHAR,kalahar.k@wenatcheeschools.org,509.663.3369," Alternative School, Public School",A,High School,Public
-117.2842623,47.6754955,2109,1842,47.67550184,-117.284276,32801,Educational Service District 101,32363,West Valley School District (Spokane),Spokane Valley Transition School,9,12,2011 N HUTCHINSON RD, ,SPOKANE,Washington,99212-0000,Larry  Bush,larry.bush@wvsd.org,509.922.5475," Alternative School, Public School",A,High School,Public
-120.5586853,46.61201916,2110,5096,46.61202509,-120.5586994,39801,Educational Service District 105,39208,West Valley School District (Yakima),Children's Village,PK,PK,3801 Kern Road, ,Yakima,Washington,98902,Jennifer  Allen,allenj@wvsd208.org,509.965.2080," Public School, Special Education School",S,PK Only,Public
-120.6500859,46.54952608,2111,5008,46.549532,-120.6501,39801,Educational Service District 105,39208,West Valley School District (Yakima),West Valley Preschool,PK,PK,3006 S Wiley Rd, ,Yakima,Washington,98903-9720,Richard D Pryor,pryorr@wvsd208.org,509.965.2031," Public School, Special Education School",S,PK Only,Public
-121.9275559,46.53544119,2112,3555,46.53544699,-121.9275702,34801,Capital Region ESD 113,21303,White Pass School District,White Pass Elementary School,K,6,PO Box 188, ,Randle,Washington,98377-0278,Stephen   Vance,svance@whitepass.k12.wa.us,360.497.7300," Public School, Regular School",P,Elementary School,Public
-122.0258736,47.16496782,2113,5045,47.16497364,-122.025888,17801,Puget Sound Educational Service District 121,27416,White River School District,White River Special Ed Services,PK,K,P. O. Box 2050, ,Buckley,Washington,98321,Hugh  Flint,hflint@whiteriver.wednet.edu,360.829.3957," Public School, Special Education School",S,Elementary School,Public
-118.705677,47.75325481,2114,3290,47.753261,-118.705691,32801,Educational Service District 101,22200,Wilbur School District,Wilbur Elementary School,K,6,PO Box 1090, ,Wilbur,Washington,99185-1090,Belinda R Ross,belindar@wilbur.wednet.edu,509.647.5602," Public School, Regular School",P,Elementary School,Public
-119.1208747,47.42565092,2115,2472,47.42565705,-119.1208887,4801,North Central Educational Service District 171,13167,Wilson Creek School District,Wilson Creek Elementary,K,6,PO Box 46, ,Wilson Creek,Washington,98860-0000,Brad  Smedley,bsmedley@wilsoncreek.org,509.345.2541," Public School, Regular School",P,Elementary School,Public
-122.8921325,46.4902763,2116,4369,46.490282,-122.892147,34801,Capital Region ESD 113,21232,Winlock School District,Winlock Middle School,6,8,241 NORTH MILITARY ROAD, ,WINLOCK,Washington,98596-0000,Brian   Maley,bmaley@winlock.wednet.edu,360.785.3046," Public School, Regular School",P,Middle School,Public
-120.961446,45.66100117,2117,2605,45.661007,-120.96146,6801,Educational Service District 112,20094,Wishram School District,Wishram High And Elementary Schl,PK,12,PO Box 8, ,Wishram,Washington,98673-0008,michael  ROBERTS,mike.roberts@wishramschool.org,509.748.2551," Public School, Regular School",P,PK-12,Public
-122.7505154,45.90361572,2118,1795,45.90362139,-122.7505297,6801,Educational Service District 112,8404,Woodland School District,TEAM High School,9,12,759 3rd Street, ,Woodland,Washington,98674, , , ," Alternative School, Public School",A,High School,Public
-122.7483297,45.90442032,2119,5409,45.904426,-122.748344,6801,Educational Service District 112,8404,Woodland School District,Woodland Middle School,5,8,755 Park St, ,Woodland,Washington,98674,James  Johnston,johnstoj@woodlandschools.org,360.841.2855," Public School, Regular School",P,Middle School,Public
-120.5114398,46.58153736,2120,5019,46.5815433,-120.5114539,39801,Educational Service District 105,39007,Yakima School District,Early Childhood Center,PK,PK,400 West Viola, ,Yakima,Washington,98902,Amanda  Jewell,Jewell.Amanda@yakimaschools.org,509.573.7019," Public School, Special Education School",S,PK Only,Public
-120.5230118,46.61730949,2121,4093,46.61731543,-120.5230259,39801,Educational Service District 105,39007,Yakima School District,Stanton Academy,9,12,802 River Rd, ,Yakima,Washington,98902-0000,Dave  Chaplin,Chaplin.Dave@yakimaschools.org,509.573.1201," Alternative School, Public School",A,High School,Public
-120.5147778,46.60172519,2122,5153,46.60173113,-120.5147918,39801,Educational Service District 105,39007,Yakima School District,Yakima Online,6,12,Yakima School District,104 N 4th Ave,Yakima,Washington,98902,Lois  Menard,menard.lois@yakimaschools.org,509.573.5581," Alternative School, Public School",A,Other,Public
-123.746039,48.13609531,2123,5030,48.136101,-123.746054,18801,Olympic Educational Service District 114,5313,Crescent School District,HomeConnection,K,12,PO Box 20, ,Joyce,Washington,98343,David  Bingham,daveb@crescent.wednet.edu,360.928.3311," Alternative School, Public School",A,K-12,Public
-117.3108606,47.65359292,2124,1567,47.65359925,-117.3108743,32801,Educational Service District 101,32081,Spokane School District,Eagle Peak at Pratt,3,12,6903 E 4th Ave, ,Spokane Valley,Washington,99212,Lisa  Pacheco,LisaPa@SpokaneSchools.org,509.354.7100," Alternative School, Public School",A,Other,Public
-122.3302411,47.06894991,2125,5206,47.06895569,-122.3302556,17801,Puget Sound Educational Service District 121,27403,Bethel School District,Liberty Middle School,6,8,7319 Eustis-Hunt Rd E, ,Spanaway,Washington,98387,Seth  Humphrey,shumphrey@bethelsd.org,253.683.8300," Public School, Regular School",P,Jr High,Public
-122.2022001,47.37080235,2126,5275,47.37080817,-122.2022146,17801,Puget Sound Educational Service District 121,17415,Kent School District,iGrad,9,12,25668 104TH AVE SE,25672 104th Ave SE,Kent,Washington,98030-7610,Carol  Cleveland,carol.cleveland@kent.k12.wa.us,253.373.4723," Public School, Re-Engagement School",R,High School,Public
-122.1411423,47.59212381,2127,5240,47.59212964,-122.1411569,17801,Puget Sound Educational Service District 121,17405,Bellevue School District,Bellevue Big Picture School,6,12,14844 SE 22nd Street, ,Bellevue,Washington,98007,Bethany Ann Spinler,spinlerb@bsd405.org,425.456.7800," Alternative School, Public School",A,Other,Public
-122.2631656,47.49912977,2128,3380,47.49913558,-122.2631802,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Rainier View Elementary School,PK,5,11650 BEACON AV S, ,SEATTLE,Washington,98178-2881,Anitra  Pinchback-Jones,alpinchback@seattleschools.org,206.252.6700," Public School, Regular School",P,Elementary School,Public
-122.5070317,48.80132704,2129,5239,48.8013329,-122.5070466,29801,Northwest Educational Service District 189,37501,Bellingham School District,Cordata Elementary School,PK,5,4420 Aldrich Rd, ,Bellingham,Washington,98226-5218,Analisa  Ficklin,analisa.ficklin@bellinghamschools.org,360.676.6461," Public School, Regular School",P,Elementary School,Public
-122.6183552,48.8657281,2130,5207,48.86573396,-122.6183702,29801,Northwest Educational Service District 189,37502,Ferndale School District,Cascadia Elementary,K,5,6175 Church Rd, ,Ferndale,Washington,98248,Kellie  Larrabee,kellie.larrabee@ferndalesd.org,360.383.2300," Public School, Regular School",P,Elementary School,Public
-122.5408038,48.83254173,2131,5245,48.83254759,-122.5408188,29801,Northwest Educational Service District 189,37502,Ferndale School District,WINDWARD HIGH SCHOOL,9,12,P.O. Box 698, ,Ferndale,Washington,98248,Scott   Brittain,scott.brittain@ferndalesd.org,360.383.9210," Public School, Regular School",P,High School,Public
-122.0634024,47.59453216,2132,5201,47.594538,-122.063417,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Creekside Elementary,K,5,20777 SE 16th St, ,Sammamish,Washington,98075,Tera  Coyle,CoyleT@issaquah.wednet.edu,425.837.5201," Public School, Regular School",P,Elementary School,Public
-119.2738219,46.19132478,2133,5220,46.19133081,-119.2738357,11801,Educational Service District 123,3017,Kennewick School District,Cottonwood Elementary,K,5,16734 S. Cottonwood Creek Blvd, ,Kennewick,Washington,99338,MaryAnn  Kautzky,maryann.kautzky@ksd.org,509-222-6404," Affiliated With District, Public School",P,Elementary School,Public
-119.298515,47.13361586,2134,5251,47.13362196,-119.298529,4801,North Central Educational Service District 171,13161,Moses Lake School District,Park Orchard Elementary School,K,5,417 N Paxson Drive, ,Moses Lake,Washington,98837,Cheri  Ward,cward@mlsd161.org,509.766.2699," Public School, Regular School",P,Elementary School,Public
-117.3677679,47.65577106,2135,2401,47.65577738,-117.3677816,32801,Educational Service District 101,32081,Spokane School District,Libby Center,K,8,2900 E 1St Ave, ,Spokane,Washington,99202-3992,Debra  DeWitt,DebraDe@SpokaneSchools.org,509.354.7500," Public School, Special Education School",S,Middle School,Public
-122.1633074,47.49638317,2136,5229,47.496389,-122.163322,17801,Puget Sound Educational Service District 121,17403,Renton School District,Honey Dew Elementary,K,5,800 Union Ave NE, ,Renton,Washington,98058-4503,Misty  Mbadugha,misty.mbadugha@rentonschools.us,425.204.4800," Public School, Regular School",P,Elementary School,Public
-122.2361831,47.48532254,2137,5282,47.48532836,-122.2361976,17801,Puget Sound Educational Service District 121,17403,Renton School District,Talley High School,9,12,7800 S 132nd St, ,Seattle,Washington,98178-4804,RONALD D MAHAN,ronald.mahan@rentonschools.us,425.204.2100," Alternative School, Public School",A,High School,Public
-122.3373494,47.69510084,2138,5292,47.69510666,-122.337364,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Cascadia Elementary,K,5,1700 N 90th Street, ,Seattle,Washington,98115,Anna E Birinyi,aebirinyi@seattleschools.org,206.252.9540," Public School, Regular School",P,Elementary School,Public
-122.3160165,47.60427496,2139,3496,47.60428077,-122.3160311,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Interagency Detention School,6,12,1211 E ALDER  MS 1-F, ,SEATTLE,Washington,98122-5553,Kaaren  Andrews,klandrews@seattleschools.org,206.252.6816, Detention Center,J,Other,Public
-122.362112,47.54861081,2140,5276,47.54861662,-122.3621266,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Louisa Boren STEM K-8,PK,8,5950 Delridge Way SW, ,Seattle,Washington,98106-1446,Ben  Ostrom,bostrom@seattleschools.org,206.252.8450," Public School, Regular School",P,Other,Public
-122.3265188,47.66827924,2141,5203,47.66828506,-122.3265334,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,McDonald International School,K,5,144 NE 54th St, ,Seattle,Washington,98105,Michelle  Goldberg,mhsushner@seattleschools.org,206.252.2900," Public School, Regular School",P,Elementary School,Public
