X,Y,FID,SchoolCode,Latitude,Longitude,ESDCode,ESDName,LEACode,LEAName,SchoolName,LowestGrad,HighestGra,AddressLin,AddressL_1,City,State,ZipCode,PrincipalN,Email,Phone,OrgCategor,AYPCode,GradeCateg,OrgCateg_1
-122.584735773192747,45.619431325396789,2089,3556,45.6194370006,-122.58475,06801,Educational Service District 112,06037,Vancouver School District,Vancouver Home Connection,K,12,PO BOX 8937, ,VANCOUVER,Washington,98668-8937,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Alternative School, Public School",A,K-12,Public
-122.584735773192747,45.619431325396789,2090,5149,45.6194370006,-122.58475,06801,Educational Service District 112,06037,Vancouver School District,Vancouver Virtual Learning Academy,6,12,PO BOX 8937, ,VANCOUVER,Washington,98668-8937,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Alternative School, Public School",A,K-12,Public
-122.455291416372177,47.423008208006543,2091,1822,47.423014,-122.455306,17801,Puget Sound Educational Service District 121,17402,Vashon Island School District,Family Link,K,12,20120 VASHON HWY SW, ,VASHON,Washington,98070-6026,Danny  Rock,drock@vashonsd.org,206.463.9171," Alternative School, Public School",A,K-12,Public
-122.457265415814106,47.423228207969515,2092,1938,47.423234,-122.45728,17801,Puget Sound Educational Service District 121,17402,Vashon Island School District,Student Link,9,12,9600 SW 204th St, ,Vashon,Washington,98070,Danny  Rock,drock@vashonsd.org,206.463.9171," Alternative School, Public School",A,High School,Public
-123.377395177485468,46.200336543433984,2093,3467,46.200342175,-123.377409648,06801,Educational Service District 112,35200,Wahkiakum School District,Wahkiakum High School,9,12,PO Box 398, ,CATHLAMET,Washington,98612-0398,Stephanie  Leitz,sleitz@wahksd.k12.wa.us,360.795.3271," Public School, Regular School",P,High School,Public
-119.898817069766309,46.74044571002608,2094,1981,46.7404517194,-119.898831068,39801,Educational Service District 105,13073,Wahluke School District,Developmental Pre-School,PK,PK,PO Box 907,411 E. Saddle Mt. Drive,Mattawa,Washington,99349,Sean  Langdon,selangdon@wahluke.net,509.932.4433," Public School, Special Education School",S,PK Only,Public
-119.89977500148494,46.741556991270343,2095,4490,46.741563,-119.899789,39801,Educational Service District 105,13073,Wahluke School District,Saddle Mountain Elementary,K,5,P.O. Box 907, ,Mattawa,Washington,99349-0000,Teri  Davison,tdavison@wahluke.net,509.932.5693," Public School, Regular School",P,Elementary School,Public
-119.920656998717575,46.73791199331567,2096,1835,46.737918,-119.920671,39801,Educational Service District 105,13073,Wahluke School District,Sentinel Tech Alt School,9,12,P.O. Box 907, ,Mattawa,Washington,99349-0000,William  Von Bracht,wvonbracht@wahluke.net,509.932.3133," Alternative School, Public School",A,High School,Public
-119.89651900172673,46.742938990516308,2097,5144,46.742945,-119.896533,39801,Educational Service District 105,13073,Wahluke School District,Wahluke Junior High,6,8,PO Box 907, ,Mattawa,Washington,99349,Andrew  Harlow,auharlow@wahluke.net,509.932.4455," Public School, Regular School",P,Middle School,Public
-118.15448641630968,46.266293854863711,2098,2174,46.2663,-118.1545,11801,Educational Service District 123,36401,Waitsburg School District,Preston Hall Middle School,6,8,P O Box 217, ,Waitsburg,Washington,99361-0217,Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.9474," Public School, Regular School",P,Middle School,Public
-118.152805415844952,46.267138854113284,2099,2386,46.267145,-118.152819,11801,Educational Service District 123,36401,Waitsburg School District,Waitsburg High School,9,12,P O Box 217, ,Waitsburg,Washington,99361-0217,Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.6351," Public School, Regular School",P,High School,Public
-118.33718642308223,46.059293887178363,2100,2407,46.0593,-118.3372,11801,Educational Service District 123,36140,Walla Walla Public Schools,Alternative Education Program,9,12,500 Tausick Way, ,WALLA WALLA,Washington,99362-2907,Ron  Higgins,rhiggins@wwps.org,509.527.3020," Alternative School, Public School",A,High School,Public
-118.352551420245476,46.056451888696145,2101,5187,46.056458,-118.352565,11801,Educational Service District 123,36140,Walla Walla Public Schools,HEAD START/ECEAP PRESCHOOL,PK,PK,1150 W Chestnut St, ,Walla Walla,Washington,99362,DIANA  EVENSON,devenson@wwps.org,509.526.1780," Affiliated With District, Public School",P,PK Only,Public
-120.422779567046604,46.445807402950749,2102,4022,46.445813341,-120.422793596,39801,Educational Service District 105,39207,Wapato School District,Pace Alternative High School,6,12,310 S. Wasco Avenue, ,Wapato,Washington,98951-1357,Paul  Zagelow,PaulZ@wapatosd.org,509.877.6138," Alternative School, Public School",A,Other,Public
-119.042172109633626,46.960362891613173,2103,3273,46.9603690003,-119.042186,04801,North Central Educational Service District 171,13146,Warden School District,Warden High School,9,12,101 W BECK WAY, ,WARDEN,Washington,98857-9401,Courtney  McCoy,cmccoy@warden.wednet.edu,509.349.2581," Public School, Regular School",P,High School,Public
-119.041585155062577,46.960675031343825,2104,3909,46.9606811392,-119.041599045,04801,North Central Educational Service District 171,13146,Warden School District,Warden Middle School,6,8,101 W BECK WAY, ,WARDEN,Washington,98857-9401,Chris  McKnight,cmcknight@warden.wednet.edu,509.349.2902," Public School, Regular School",P,Middle School,Public
-122.317729388976801,45.575221529179835,2105,1899,45.5752272284,-122.317743564,06801,Educational Service District 112,06112,Washougal School District,Washougal Special Services,PK,PK,4855 Evergreen Way, ,WASHOUGAL,Washington,98671-9176,Allison  Blakely,allison.blakely@washougalsd.org,360.954.3021," Public School, Special Education School",S,PK Only,Public
-120.069702776190226,47.644876950153467,2106,2162,47.644883,-120.069717,04801,North Central Educational Service District 171,09209,Waterville School District,Waterville High School,6,12,PO Box 490, ,Waterville,Washington,98858-0490,Catherine  Nelson,cnelson@waterville.wednet.edu,509.745.8585," Public School, Regular School",P,Other,Public
-117.985906106140717,47.889467723332437,2107,2549,47.889474,-117.98592,32801,Educational Service District 101,33049,Wellpinit School District,Wellpinit Elementary School,K,5,PO Box 390, ,Wellpinit,Washington,99040-0390,Kim  Ewing,kewing@wellpinit.org,509.258.4535," Public School, Regular School",P,Elementary School,Public
-120.316451603648773,47.427326187768834,2108,1612,47.4273321987,-120.316465823,04801,North Central Educational Service District 171,04246,Wenatchee School District,Skill Source,9,12,233 North Chelan, ,Wenatchee,Washington,98801-0000,KORY  KALAHAR,kalahar.k@wenatcheeschools.org,509.663.3369," Alternative School, Public School",A,High School,Public
-117.284262255587535,47.675495503234444,2109,1842,47.675501835,-117.284275969,32801,Educational Service District 101,32363,West Valley School District (Spokane),Spokane Valley Transition School,9,12,2011 N HUTCHINSON RD, ,SPOKANE,Washington,99212-0000,Larry  Bush,larry.bush@wvsd.org,509.922.5475," Alternative School, Public School",A,High School,Public
-120.558685273316101,46.612019155043832,2110,5096,46.6120250901,-120.558699361,39801,Educational Service District 105,39208,West Valley School District (Yakima),Children's Village,PK,PK,3801 Kern Road, ,Yakima,Washington,98902,Jennifer  Allen,allenj@wvsd208.org,509.965.2080," Public School, Special Education School",S,PK Only,Public
-120.650085909787464,46.549526077354713,2111,5008,46.549532,-120.6501,39801,Educational Service District 105,39208,West Valley School District (Yakima),West Valley Preschool,PK,PK,3006 S Wiley Rd, ,Yakima,Washington,98903-9720,Richard D Pryor,pryorr@wvsd208.org,509.965.2031," Public School, Special Education School",S,PK Only,Public
-121.92755591367451,46.535441193404004,2112,3555,46.535446988,-121.927570218,34801,Capital Region ESD 113,21303,White Pass School District,White Pass Elementary School,K,6,PO Box 188, ,Randle,Washington,98377-0278,Stephen   Vance,svance@whitepass.k12.wa.us,360.497.7300," Public School, Regular School",P,Elementary School,Public
-122.025873552160249,47.164967822531302,2113,5045,47.1649736445,-122.025888008,17801,Puget Sound Educational Service District 121,27416,White River School District,White River Special Ed Services,PK,K,P. O. Box 2050, ,Buckley,Washington,98321,Hugh  Flint,hflint@whiteriver.wednet.edu,360.829.3957," Public School, Special Education School",S,Elementary School,Public
-118.705677001067869,47.753254805152785,2114,3290,47.753261,-118.705691,32801,Educational Service District 101,22200,Wilbur School District,Wilbur Elementary School,K,6,PO Box 1090, ,Wilbur,Washington,99185-1090,Belinda R Ross,belindar@wilbur.wednet.edu,509.647.5602," Public School, Regular School",P,Elementary School,Public
-119.120874687557361,47.425650915635195,2115,2472,47.4256570469,-119.120888692,04801,North Central Educational Service District 171,13167,Wilson Creek School District,Wilson Creek Elementary,K,6,PO Box 46, ,Wilson Creek,Washington,98860-0000,Brad  Smedley,bsmedley@wilsoncreek.org,509.345.2541," Public School, Regular School",P,Elementary School,Public
-122.89213254712071,46.490276303840425,2116,4369,46.490282,-122.892147,34801,Capital Region ESD 113,21232,Winlock School District,Winlock Middle School,6,8,241 NORTH MILITARY ROAD, ,WINLOCK,Washington,98596-0000,Brian   Maley,bmaley@winlock.wednet.edu,360.785.3046," Public School, Regular School",P,Middle School,Public
-120.961446034746587,45.661001165713095,2117,2605,45.6610069997,-120.96146,06801,Educational Service District 112,20094,Wishram School District,Wishram High And Elementary Schl,PK,12,PO Box 8, ,Wishram,Washington,98673-0008,michael  ROBERTS,mike.roberts@wishramschool.org,509.748.2551," Public School, Regular School",P,PK-12,Public
-122.750515399537889,45.903615716579331,2118,1795,45.903621393,-122.75052971,06801,Educational Service District 112,08404,Woodland School District,TEAM High School,9,12,759 3rd Street, ,Woodland,Washington,98674, , , ," Alternative School, Public School",A,High School,Public
-122.748329689717792,45.904420323578648,2119,5409,45.904426,-122.748344,06801,Educational Service District 112,08404,Woodland School District,Woodland Middle School,5,8,755 Park St, ,Woodland,Washington,98674,James  Johnston,johnstoj@woodlandschools.org,360.841.2855," Public School, Regular School",P,Middle School,Public
-120.511439804957348,46.581537361337411,2120,5019,46.5815432986,-120.511453878,39801,Educational Service District 105,39007,Yakima School District,Early Childhood Center,PK,PK,400 West Viola, ,Yakima,Washington,98902,Amanda  Jewell,Jewell.Amanda@yakimaschools.org,509.573.7019," Public School, Special Education School",S,PK Only,Public
-120.523011787371459,46.617309488884324,2121,4093,46.617315428,-120.52302587,39801,Educational Service District 105,39007,Yakima School District,Stanton Academy,9,12,802 River Rd, ,Yakima,Washington,98902-0000,Dave  Chaplin,Chaplin.Dave@yakimaschools.org,509.573.1201," Alternative School, Public School",A,High School,Public
-120.514777756931579,46.601725190226418,2122,5153,46.6017311289,-120.514791835,39801,Educational Service District 105,39007,Yakima School District,Yakima Online,6,12,Yakima School District,104 N 4th Ave,Yakima,Washington,98902,Lois  Menard,menard.lois@yakimaschools.org,509.573.5581," Alternative School, Public School",A,Other,Public
-123.746039042678234,48.136095305859691,2123,5030,48.136101,-123.746054,18801,Olympic Educational Service District 114,05313,Crescent School District,HomeConnection,K,12,PO Box 20, ,Joyce,Washington,98343,David  Bingham,daveb@crescent.wednet.edu,360.928.3311," Alternative School, Public School",A,K-12,Public
-117.310860588064244,47.653592921048052,2124,1567,47.653599249,-117.310874301,32801,Educational Service District 101,32081,Spokane School District,Eagle Peak at Pratt,3,12,6903 E 4th Ave, ,Spokane Valley,Washington,99212,Lisa  Pacheco,LisaPa@SpokaneSchools.org,509.354.7100," Alternative School, Public School",A,Other,Public
-122.330241088616191,47.068949907768122,2125,5206,47.068955693,-122.330255574,17801,Puget Sound Educational Service District 121,27403,Bethel School District,Liberty Middle School,6,8,7319 Eustis-Hunt Rd E, ,Spanaway,Washington,98387,Seth  Humphrey,shumphrey@bethelsd.org,253.683.8300," Public School, Regular School",P,Jr High,Public
-122.202200068462915,47.370802354585479,2126,5275,47.3708081702,-122.202214599,17801,Puget Sound Educational Service District 121,17415,Kent School District,iGrad,9,12,25668 104TH AVE SE,25672 104th Ave SE,Kent,Washington,98030-7610,Carol  Cleveland,carol.cleveland@kent.k12.wa.us,253.373.4723," Public School, Re-Engagement School",R,High School,Public
-122.141142286119205,47.592123809692403,2127,5240,47.592129644,-122.141156856,17801,Puget Sound Educational Service District 121,17405,Bellevue School District,Bellevue Big Picture School,6,12,14844 SE 22nd Street, ,Bellevue,Washington,98007,Bethany Ann Spinler,spinlerb@bsd405.org,425.456.7800," Alternative School, Public School",A,Other,Public
-122.263165633549931,47.499129767359896,2128,3380,47.499135584,-122.263180202,17801,Puget Sound Educational Service District 121,17001,Seattle Public Schools,Rainier View Elementary School,PK,5,11650 BEACON AV S, ,SEATTLE,Washington,98178-2881,Anitra  Pinchback-Jones,alpinchback@seattleschools.org,206.252.6700," Public School, Regular School",P,Elementary School,Public
-122.507031717307086,48.801327041912536,2129,5239,48.801332901,-122.507046633,29801,Northwest Educational Service District 189,37501,Bellingham School District,Cordata Elementary School,PK,5,4420 Aldrich Rd, ,Bellingham,Washington,98226-5218,Analisa  Ficklin,analisa.ficklin@bellinghamschools.org,360.676.6461," Public School, Regular School",P,Elementary School,Public
-122.618355204898492,48.865728104486877,2130,5207,48.865733955,-122.618370156,29801,Northwest Educational Service District 189,37502,Ferndale School District,Cascadia Elementary,K,5,6175 Church Rd, ,Ferndale,Washington,98248,Kellie  Larrabee,kellie.larrabee@ferndalesd.org,360.383.2300," Public School, Regular School",P,Elementary School,Public
-122.540803830883959,48.832541734445449,2131,5245,48.832547591,-122.54081876,29801,Northwest Educational Service District 189,37502,Ferndale School District,WINDWARD HIGH SCHOOL,9,12,P.O. Box 698, ,Ferndale,Washington,98248,Scott   Brittain,scott.brittain@ferndalesd.org,360.383.9210," Public School, Regular School",P,High School,Public
-122.06340244336198,47.594532158077826,2132,5201,47.594538,-122.063417,17801,Puget Sound Educational Service District 121,17411,Issaquah School District,Creekside Elementary,K,5,20777 SE 16th St, ,Sammamish,Washington,98075,Tera  Coyle,CoyleT@issaquah.wednet.edu,425.837.5201," Public School, Regular School",P,Elementary School,Public
-119.273821902008308,46.191324779537155,2133,5220,46.191330812,-119.273835676,11801,Educational Service District 123,03017,Kennewick School District,Cottonwood Elementary,K,5,16734 S. Cottonwood Creek Blvd, ,Kennewick,Washington,99338,MaryAnn  Kautzky,maryann.kautzky@ksd.org,509-222-6404," Affiliated With District, Public School",P,Elementary School,Public
