ESDCode,ESDName,LEACode,LEAName,SchoolCode,SchoolName,LowestGrade,HighestGrade,AddressLine1,AddressLine2,City,State,ZipCode,PrincipalName,Email,Phone,OrgCategoryList,AYPCode,GradeCategory
29801,Northwest Educational Service District 189,37507,Mount Baker School District,1936,Educational Resource Center,PK,PK,4888 DEMING RD,PO BOX 95,DEMING,Washington,98244-0095,Ian  Linterman,ilinterman@mtbaker.wednet.edu,360.383.2012," Public School, Special Education School",S,PK Only
29801,Northwest Educational Service District 189,31306,Lakewood School District,4576,Cougar Creek Elementary School,K ,5,P.O. Box 128,,N. Lakewood,Washington,98259-0128,William  Landry,blandry@lwsd.wednet.edu,360.652.4517," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,27417,Fife School District,4582,Columbia Junior High School,8,9,2901 54th Avenue E,,Tacoma,Washington,98424-2110,Mark  Robinson,mrobinson@fifeschools.com,253.517.1600," Public School, Regular School",P,High School
32801,Educational Service District 101,32361,East Valley School District (Spokane),1937,Children First,PK,PK,12325 E GRACE AVE,,SPOKANE VALLEY,Washington,99216-0000,Maureen  Lyden,lydenm@evsd.org,509.924.1830," Public School, Special Education School",S,PK Only
17801,Puget Sound Educational Service District 121,17402,Vashon Island School District,1938,Student Link,9,12,9600 SW 204th St,,Vashon,Washington,98070,Danny  Rock,drock@vashonsd.org,206.463.9171," Alternative School, Public School",A,High School
17801,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,1939,Bainbridge Special Education Services,PK,12,8489 Madison Ave NE,,Bainbridge Island,Washington,98110-2999,Diane  Leonetti,dleonetti@bisd303.org,206.780.1069," Public School, Special Education School",S,PK-12
17801,Puget Sound Educational Service District 121,27402,Franklin Pierce School District,2340,Midland Elementary,K ,5,2300 105th St E,,Tacoma,Washington,98445-5324,Tim  McKamey,tmckamey@fpschools.org,253.298.4500," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,27403,Bethel School District,4578,Cougar Mountain Middle School,6,8,5108 260th St E,,Graham,Washington,98338-0000,Brittany  Corpuz,BACORPUZ@BETHELSD.ORG,253.683.8000," Public School, Regular School",P,Middle School
04801,North Central Educational Service District 171,04129,Lake Chelan School District,1940,Chelan School of Innovation,9,12,303 East Johnson Avenue,,Chelan,Washington,98816-0000,Crosby  Carpenter,carpenterc@chelanschools.org,509.682.4061," Alternative School, Public School",A,High School
11801,Educational Service District 123,03017,Kennewick School District,1941,Mid-Columbia Parent Partnership,K ,12,200 S FRUITLAND ST,,KENNEWICK,Washington,99336-5632,Carrie  Deforest,carrie.deforest@ksd.org,509.222.5036," Alternative School, Public School",A,Other
17801,Puget Sound Educational Service District 121,17412,Shoreline School District,1942,Cascade K-8 Community School,K ,8,2800 NE 200th ,,Shoreline,Washington,98155,Chrisy  Francescutti,chrisy.francescutti@shorelineschools.org,206.393.4181," Public School, Regular School",P,Other
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,1950,Employment Transition Program,9,12,33250 21st Ave SW,,Federal Way,Washington,98023,Jane  Al-Tamimi,jaltamim@fwps.org,253.945.4580," Public School, Special Education School",S,High School
17801,Puget Sound Educational Service District 121,17210,Federal Way School District,1951,Support School,PK,12,33330 8th Ave S,,Federal Way ,Washington,98003,Jennifer  Westover,jwestove@fwps.org,253.945.2000," Public School, Regular School",P,PK-12
04801,North Central Educational Service District 171,13144,Quincy School District,1506,Quincy Innovation Academy,7,12,404 1st Ave SW,,Quincy,Washington,98848-1201,Kathie  Brown,kbrown@qsd.wednet.edu,509.787.1678," Alternative School, Public School",A,Other
32801,Educational Service District 101,10309,Republic School District,1898,Republic Parent Partner,K ,12,30306 EAST HIGHWAY 20,,REPUBLIC,Washington,99166-0000,John  Glenewinkel,jgwinkel@republic.wednet.edu,509.775.3173," Alternative School, Public School",A,Other
32801,Educational Service District 101,32326,Medical Lake School District,4577,Michael Anderson Elementary,PK,5,400 W. Fairchild Highway,,Fairchild AFB,Washington,99011-8676,Darlene  Starr,dstarr@mlsd.org,509.565.3603," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,31006,Mukilteo School District,1960,ECEAP,PK,PK,3616 South Road,Suite C-4,Mukilteo,Washington,98275,Kim D Parker,ParkerKD@mukilteo.wednet.edu,425.356.1312," Public School, Regular School",P,PK Only
32801,Educational Service District 101,38301,Palouse School District,1961,Palouse at Garfield Middle School,6,8,600 E Alder Street,,Palouse,Washington,99161-8780,zane  Wells,zwells@garpal.wednet.edu,509.635.1331," Public School, Regular School",P,Middle School
32801,Educational Service District 101,38302,Garfield School District,1962,Garfield at Palouse High School,9,12,600 E. Alder,,Palouse,Washington,99161-0000,Zane  Wells,zwells@garpal.wednet.edu,509.878.1921," Public School, Regular School",P,High School
06801,Educational Service District 112,06037,Vancouver School District,4591,Jefferson Middle School,6,8,3000 NW 119TH ST ,,VANCOUVER,WASHINGTON,98685-4028,Luke  LeCount,Luke.Lecount@vansd.org,360.313.3700," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,28149,San Juan Island School District,1963,Griffin Bay School,K ,12,PO Box 458,,Friday Harbor,Washington,98250-0000,Karen  McVeigh,karimcveigh@sjisd.wednet.edu,360.378.4133," Alternative School, Public School",A,K-12
32801,Educational Service District 101,32356,Central Valley School District,1964,Spokane Valley Learning Academy,K ,8,13313 E Broadway Ave,,Spokane Valley,Washington,99216-1007,Walt  Clemons,wclemons@cvsd.org,509.228.4252," Public School, Regular School",P,Other
39801,Educational Service District 105,19401,Ellensburg School District,1924,Ellensburg Developmental Preschool,PK,PK,1300 E Third Avenue,,Ellensburg,Washington,98926-0000,Patricia  Kimmel,patricia.kimmel@esd401.org,509.925.8117," Public School, Special Education School",S,PK Only
29801,Northwest Educational Service District 189,31015,Edmonds School District,1966,Edmonds Heights K-12,K ,12,23200 100th Ave W,,Edmonds,Washington,98020-5200,Scott F Mauk,mauks@edmonds.wednet.edu,425.431.7841," Alternative School, Public School",A,K-12
06801,Educational Service District 112,06112,Washougal School District,1899,Washougal Special Services,PK,PK,4855 Evergreen Way,,WASHOUGAL,Washington,98671-9176,Allison  Blakely,allison.blakely@washougalsd.org,360.954.3021," Public School, Special Education School",S,PK Only
29801,Northwest Educational Service District 189,31006,Mukilteo School District,4583,Odyssey Elementary,K ,5,13025 17th Ave W,,Everett,Washington,98204,Rebecca C Oren,OrenRC@Mukilteo.wednet.edu,425.366.3200," Public School, Regular School",P,Elementary School
17801,Puget Sound Educational Service District 121,17411,Issaquah School District,4592,Newcastle Elementary School,K ,5,8400 136th Ave SE,,Newcastle,Washington,98059,Tod  Wood,woodt@issaquah.wednet.edu,425.837.5801," Public School, Regular School",P,Elementary School
11801,Educational Service District 123,11001,Pasco School District,1970,Pasco Early Childhood,PK,PK,1215 W Lewis,,Pasco,Washington,99301-0000,Tracy  Wilson,twilson@psd1.org,509.543.6703," Public School, Regular School",P,PK Only
39801,Educational Service District 105,39007,Yakima School District,4020,Yakima Valley Technical Skills Center,9,12,1120 S 18th St,,Yakima,Washington,98901,Dennis  Matson,matson.dennis@yakimaschools.org,509.573.5501," Public School, Vocational/technical school",V,High School
17801,Puget Sound Educational Service District 121,17405,Bellevue School District,3522,International School,6,12,445 128th Ave SE,,Bellevue,Washington,98005,Tara  Gray,grayt@bsd405.org,425.456.6500," Alternative School, Public School",A,Other
17801,Puget Sound Educational Service District 121,17401,Highline School District,3553,Raisbeck Aviation High School,9,12,9229 East Marginal Way S,,Tukwila,Washington,98108,Therese  Tipton,Therese.Tipton@highlineschools.org,206.631.7200," Alternative School, Public School",A,High School
06801,Educational Service District 112,06037,Vancouver School District,3556,Vancouver Home Connection,K ,12,PO BOX 8937,,VANCOUVER,Washington,98668-8937,Deanna Lynn Hogan,deanna.hogan@vansd.org,360.313.4990," Alternative School, Public School",A,K-12
17801,Puget Sound Educational Service District 121,17401,Highline School District,1972,New Start,9,12,614 SW 120th St,,Seattle,Washington,98146,Michael  Sita,michael.sita@highlineschools.org,206.631.7750," Alternative School, Public School",A,High School
17801,Puget Sound Educational Service District 121,17401,Highline School District,1973,Satellite High School,PK,12,18367 8th Ave S,,Seattle,Washington,98148-0000,Michael  Sita,michael.sita@highlineschools.org,206.631.7630," Public School, Special Education School",S,PK-12
11801,Educational Service District 123,11001,Pasco School District,4595,Maya Angelou Elementary,PK,6,6001 ROAD 84,,Pasco,Washington,99301-6763,Diana  Cissne,dcissne@psd1.org,509.543.6748," Public School, Regular School",P,Elementary School
32801,Educational Service District 101,32358,Freeman School District,4593,Freeman Middle School,6,8,14917 S Jackson Rd,,Rockford,Washington,99030,Ben  Ferney,bferney@freemansd.org,509.291.7301," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,17414,Lake Washington School District,1975,Stella Schola,6,8,13505 NE 75th Street,,Redmond,Washington,98052-4032,Erin  Bowser,ebowser@lwsd.org,425.936.2460," Alternative School, Public School",A,Middle School
32801,Educational Service District 101,10309,Republic School District,3559,Republic Junior High,6,8,30306 E Highway 20 ,,Republic,Washington,99166-8746,John  Glenewinkel,jgwinkel@republic.wednet.edu,509.775.3173," Public School, Regular School",P,Middle School
39801,Educational Service District 105,39202,Toppenish School District,4588,Valley View Elementary,K ,5,515 ZILLAH AVE,,TOPPENISH,Washington,98948-1485,Angela  Purdy,apurdy@toppenish.wednet.edu,509.865.8240," Public School, Regular School",P,Elementary School
29801,Northwest Educational Service District 189,31103,Monroe School District,4594,Fryelands Elementary,PK,5,15286 Fryelands Blvd.,,Monroe,Washington,98272,Jeffery  Presley,presleyj@monroe.wednet.edu,360.804.3400," Public School, Regular School",P,Elementary School
04801,North Central Educational Service District 171,24105,Okanogan School District,1980,Okanogan Alternative High School,9,12,PO Box 592,,Omak,Washington,98841-0592,Roy  Johnson,rojohnson@oksd.wednet.edu,509.422.3629," Alternative School, Public School",A,High School
39801,Educational Service District 105,13073,Wahluke School District,1981,Developmental Pre-School,PK,PK,PO Box 907,411 E. Saddle Mt. Drive,Mattawa,Washington,99349,Sean  Langdon,selangdon@wahluke.net,509.932.4433," Public School, Special Education School",S,PK Only
29801,Northwest Educational Service District 189,37504,Lynden School District,1983,Lynden Academy,K ,12,1986 Main St Suite A ,,Lynden,Washington,98264,Ellie   Meenk,meenke@lynden.wednet.edu,360.354.6675," Alternative School, Public School",A,K-12
OSPI,Office of Superintendent of Public Instruction,17903,Muckleshoot Indian Tribe,1986,Muckleshoot Tribal School,K ,12,39015 172nd Avenue Southeast,,Auburn,Washington,98092,  ,,," Not Affiliated With District, Tribal School",Q,High School
39801,Educational Service District 105,19404,Cle Elum-Roslyn School District,1987,Swiftwater Learning Center,9,12,2690 SR 903,,Cle Elum,Washington,98922,  ,,," Alternative School, Public School",A,High School
04801,North Central Educational Service District 171,09206,Eastmont School District,4590,Clovis Point,5,7,1855 4th St SE,,East Wenatchee,Washington,98802,Robert  Celebrezze,celebrezzer@eastmont206.org,509.888.1400," Public School, Regular School",P,Middle School
29801,Northwest Educational Service District 189,29320,Mount Vernon School District,1992,Skagit Academy,K ,12,2001 Cleveland Ave,,Mount Vernon,Washington,98273,Chris  Jorgensen,cjorgensen@mvsd320.org,360.428.6206," Alternative School, Public School",A,K-12
17801,Puget Sound Educational Service District 121,17401,Highline School District,1998,Head Start,PK,PK,9700 8th Avenue SW,,Seattle,Washington,98106,  ,,," Preschool, Public School",P,PK Only
32801,Educational Service District 101,32356,Central Valley School District,5003,School to Life,12,12,15111 E Sprague Ave,Suite B,Spokane Valley,Washington,99037-8579,Kamiel  Youseph,kyouseph@cvsd.org,509.558.5952," Public School, Special Education School",S,High School
29801,Northwest Educational Service District 189,31401,Stanwood-Camano School District,5004,Saratoga School,K ,12,9307 271st Street NW,,Stanwood,Washington,98292,MONICA  MCDANIEL,mmcdaniel@stanwood.wednet.edu,360.629.1372," Alternative School, Public School",A,K-12
06801,Educational Service District 112,06114,Evergreen School District (Clark),4587,Columbia Valley Elementary,PK,5,17500 SE Sequoia Cr,,Vancouver,Washington,98683,Leah  Torres,Leah.Torres@evergreenps.org,360.604.3375," Public School, Regular School",P,Elementary School
39801,Educational Service District 105,39208,West Valley School District (Yakima),5008,West Valley Preschool,PK,PK,3006 S Wiley Rd,,Yakima,Washington,98903-9720,Richard D Pryor,pryorr@wvsd208.org,509.965.2031," Public School, Special Education School",S,PK Only
29801,Northwest Educational Service District 189,31016,Arlington School District,5010,Haller Middle School,6,8,600 E. First,,Arlington,Washington,98223,Trever  Summers,tsummers@asd.wednet.edu,360.618.6400," Public School, Regular School",P,Middle School
17801,Puget Sound Educational Service District 121,27344,Orting School District,5011,Orting Special Education,PK,PK,316 Washington Ave N,,Orting,Washington,98360,Christopher  Willis,willisc@orting.wednet.edu,360.893.6500," Public School, Special Education School",S,PK Only
