SchoolCode,SchoolName_x,total_cs_courses,yearly_enrolled_in_cs,school_teaches_cs,LEACode,LEAName,SchoolName_y,LowestGrade,HighestGrade,PrincipalName,Email,Phone,OrgCategoryList,GradeCategory,City,SchoolName,STREET,STATE,ZIP,NMCNTY,LAT,LON,NMCBSA,NMCSA
2826,Kennewick High School,21,293,Teaches Computer Science,3017,Kennewick School District,Kennewick High School,9,12,Ron  King,ron.king@ksd.org,509.222.7100," Public School, Regular School",High School,Kennewick,Kennewick High School,500 SOUTH DAYTON STREET,WA,99336,Benton County,46.203737,-119.12427,"Kennewick-Richland, WA",N
2848,Foster Senior High School,8,144,Teaches Computer Science,17406,Tukwila School District,Foster Senior High School,9,12,Megan  Mcgroarty,mcgroartym@tukwila.wednet.edu,206.901.7905," Public School, Regular School",High School,Tukwila,Foster Senior High School,4242 S 144th St,WA,98168,King County,47.474699,-122.280112,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2849,Tahoma Senior High School,4,295,Teaches Computer Science,17409,Tahoma School District,Tahoma Senior High School,9,12,Terry  Duty,tduty@tahomasd.us,425.413.6201," Public School, Regular School",High School,Maple Valley,Tahoma Senior High School,23499 SE Tahoma Way,WA,98038,King County,47.357522,-122.02911,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2850,Mount Si High School,10,392,Teaches Computer Science,17410,Snoqualmie Valley School District,Mount Si High School,9,12,John  Belcher,belcherjh@svsd410.org,425.831.8100," Public School, Regular School",High School,Snoqualmie,Mount Si High School,8651 MEADOWBROOK WAY SE,WA,98065,King County,47.522453,-121.816742,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2876,Franklin Pierce High School,4,238,Teaches Computer Science,27402,Franklin Pierce School District,Franklin Pierce High School,9,12,Ronald  Hartley,rhartley@fpschools.org,253.298.3000," Public School, Regular School",High School,Tacoma,Franklin Pierce High School,11002 18TH AVE E,WA,98445,Pierce County,47.156804,-122.406624,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2890,Medical Lake High School,6,134,Teaches Computer Science,32326,Medical Lake School District,Medical Lake High School,9,12,Christopher  Spring,cspring@mlsd.org,509.565.3200," Public School, Regular School",High School,Medical Lake,Medical Lake High School,200 E. Barker St.,WA,99022,Spokane County,47.576256,-117.68109,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
2900,Toppenish High School,2,23,Teaches Computer Science,39202,Toppenish School District,Toppenish High School,9,12,Cindy  Nichols,nicholsc@toppenish.wednet.edu,509.865.3370," Public School, Regular School",High School,Toppenish,Toppenish High School,141 WARD ROAD,WA,98948,Yakima County,46.381371,-120.334075,"Yakima, WA",N
2908,Port Angeles High School,4,36,Teaches Computer Science,5121,Port Angeles School District,Port Angeles High School,9,12,Jeffrey  Clark,jclark@portangelesschools.org,360.452.9502," Public School, Regular School",High School,Port Angeles,Port Angeles High School,304 E PARK AVE,WA,98362,Clallam County,48.100824,-123.441,"Port Angeles, WA",N
2917,Pasco Senior High School,3,45,Teaches Computer Science,11001,Pasco School District,Pasco Senior High School,9,12,Raul  Sital,rsital@psd1.org,509.547.5581," Public School, Regular School",High School,Pasco,Pasco Senior High School,1108 N 10TH AVENUE,WA,99301,Franklin County,46.238895,-119.103482,"Kennewick-Richland, WA",N
2942,Orting High School,12,140,Teaches Computer Science,27344,Orting School District,Orting High School,9,12,Cliff  Fries,friesc@orting.wednet.edu,360.893.2246," Public School, Regular School",High School,Orting,Orting High School,320 Washington Avenue North,WA,98360,Pierce County,47.102235,-122.209547,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
2958,Northport High School,4,40,Teaches Computer Science,33211,Northport School District,Northport High School,9,12,Don  Baribault,dbaribault@northportschools.org,509.732.4251," Public School, Regular School",High School,Northport,Northport High School,404 10th Street,WA,99157,Stevens County,48.911555,-117.789882,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
2959,Sunnyside High School,4,33,Teaches Computer Science,39201,Sunnyside School District,Sunnyside High School,9,12,Ryan  Maxwell,ryan.maxwell@sunnysideschools.org,509.837.2601," Public School, Regular School",High School,Sunnyside,Sunnyside High School,1801 E. Edison Avenue,WA,98944,Yakima County,46.32297,-119.997537,"Yakima, WA",N
2974,Oak Harbor High School,4,104,Teaches Computer Science,15201,Oak Harbor School District,Oak Harbor High School,9,12,Dwight  Lundstrom,dlundstrom@ohsd.net,(360)279.5701," Public School, Regular School",High School,Oak Harbor,Oak Harbor High School,950 NW 2nd Ave.,WA,98277,Island County,48.301697,-122.668263,"Oak Harbor, WA","Seattle-Tacoma, WA"
3008,Bryant Center,5,43,Teaches Computer Science,32081,Spokane School District,Bryant Center,PK,12,Suzanne  Smith,suzannes@spokaneschools.org,509.354.7810," Alternative School, Public School",PK-12,Spokane,Bryant Center,N 910 Ash St,WA,99201,Spokane County,47.665366,-117.436386,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3029,Mercer Island High School,5,349,Teaches Computer Science,17400,Mercer Island School District,Mercer Island High School,9,12,Vicki  Puckett,vicki.puckett@mercerislandschools.org,206.236.3350," Public School, Regular School",High School,Mercer Island,Mercer Island High School,9100 SE 42nd,WA,98040,King County,47.571806,-122.219268,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3065,Central Valley High School,9,262,Teaches Computer Science,32356,Central Valley School District,Central Valley High School,9,12,Kerri  Ames,kames@cvsd.org,509.558.5102," Public School, Regular School",High School,Spokane Valley,Central Valley High School,821 S Sullivan Rd,WA,99037,Spokane County,47.649171,-117.193421,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3081,Hudson'S Bay High School,4,94,Teaches Computer Science,6037,Vancouver School District,Hudson'S Bay High School,9,12,Valerie Jean Anderson-Seeley,valerie.seeley@vansd.org,360.313.4400," Public School, Regular School",High School,Vancouver,Hudson'S Bay High School,1601 E MCLOUGHLIN BLVD,WA,98663,Clark County,45.631175,-122.652499,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Salem, OR-WA"
3088,Quincy High School,10,153,Teaches Computer Science,13144,Quincy School District,Quincy High School,9,12,Marcus  Pimpleton,mpimplet@qsd.wednet.edu,509.787.3501," Public School, Regular School",High School,Quincy,Quincy High School,16 6th AVE SE,WA,98848,Grant County,47.236537,-119.841253,"Moses Lake, WA","Moses Lake-Othello, WA"
3099,Evergreen High School,6,160,Teaches Computer Science,17401,Highline School District,Evergreen High School,9,12,Jacqueline   Downey,jacqueline.downey@highlineschools.org,206.631.6150," Public School, Regular School",High School,Seattle,Evergreen High School,830 SW 116th St,WA,98146,King County,47.4997,-122.345521,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3106,Bothell High School,12,184,Teaches Computer Science,17417,Northshore School District,Bothell High School,9,12,Juan  Price,jprice@nsd.org,425.408.7000," Public School, Regular School",High School,Bothell,Bothell High School,9130 NE 180 ST,WA,98011,King County,47.760596,-122.219098,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3109,Bremerton High School,7,209,Teaches Computer Science,18100,Bremerton School District,Bremerton High School,9,12,Monica  Zuber,monica.zuber@bremertonschools.org,360.473.0800," Public School, Regular School",High School,Bremerton,Bremerton High School,1500 13th Street,WA,98337,Kitsap County,47.573357,-122.639196,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
3123,Edmonds Woodway High School,5,93,Teaches Computer Science,31015,Edmonds School District,Edmonds Woodway High School,9,12,Terrance  Mims,mimst292@edmonds.wednet.edu,425.431.7906," Public School, Regular School",High School,Edmonds,Edmonds Woodway High School,7600  212TH STREET SW,WA,98026,Snohomish County,47.806013,-122.336861,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3132,Olympia High School,6,298,Teaches Computer Science,34111,Olympia School District,Olympia High School,9,12,Matthew H Grant,mgrant@osd.wednet.edu,360.596.7000," Public School, Regular School",High School,Olympia,Olympia High School,1302 NORTH ST SE,WA,98501,Thurston County,47.018155,-122.884717,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
3141,Wapato High School,2,49,Teaches Computer Science,39207,Wapato School District,Wapato High School,9,12,David  Blakney,davidb@wapatosd.org,509.877.3138," Public School, Regular School",High School,Wapato,Wapato High School,1103 S. Wasco Avenue,WA,98951,Yakima County,46.438071,-120.421682,"Yakima, WA",N
3151,Mark Morris High School,1,1,Teaches Computer Science,8122,Longview School District,Mark Morris High School,9,12,Brooks  Cooper,bcooper@longview.k12.wa.us,360.575.7663," Public School, Regular School",High School,Longview,Mark Morris High School,1602 Mark Morris Court,WA,98632,Cowlitz County,46.144796,-122.936298,"Longview, WA","Portland-Vancouver-Salem, OR-WA"
3175,North Mason Senior High School,4,68,Teaches Computer Science,23403,North Mason School District,North Mason Senior High School,9,12,Chad  Collins,ccollins@northmasonschools.org,360.277.2169," Public School, Regular School",High School,Belfair,North Mason Senior High School,150 E North Mason School Road,WA,98528,Mason County,47.413467,-122.841348,"Shelton, WA","Seattle-Tacoma, WA"
3188,Darrington High School,1,10,Teaches Computer Science,31330,Darrington School District,Darrington High School,9,12,Rachel E Quarterman,rquarterman@dsd.k12.wa.us,360.436.1140," Public School, Regular School",High School,Darrington,,,,,,,,,
3189,Shadle Park High School,4,202,Teaches Computer Science,32081,Spokane School District,Shadle Park High School,9,12,Julie S Lee,juliel@spokaneschools.org,509.354.6700," Public School, Regular School",High School,Spokane,Shadle Park High School,4327 N Ash St,WA,99205,Spokane County,47.698801,-117.43715,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3192,Freeman High School,1,25,Teaches Computer Science,32358,Freeman School District,Freeman High School,9,12,Jim  Straw,jstraw@freemansd.org,509.291.3721 ext.200," Public School, Regular School",High School,Rockford,Freeman High School,S 14626 Jackson,WA,99030,Spokane County,47.519667,-117.19638,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3195,West Valley High School,8,164,Teaches Computer Science,32363,West Valley School District (Spokane),West Valley High School,9,12,John  Custer,john.custer@wvsd.org,509.922.5488," Public School, Regular School",High School,Spokane,West Valley High School,8301 E BUCKEYE,WA,99212,Spokane County,47.68352,-117.292591,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3206,Eisenhower High School,4,160,Teaches Computer Science,39007,Yakima School District,Eisenhower High School,9,12,John Eric Diener,diener.john@yakimaschools.org,509.573.2601," Public School, Regular School",High School,Yakima,Eisenhower High School,611 South 44th Avenue,WA,98908,Yakima County,46.589923,-120.564526,"Yakima, WA",N
3215,Moses Lake High School,4,66,Teaches Computer Science,13161,Moses Lake School District,Moses Lake High School,9,12,Triscia  Hochstatter,thochstatter@mlsd161.org,509.766.2666," Public School, Regular School",High School,Moses Lake,Moses Lake High School,803 E. SHARON AVE.,WA,98837,Grant County,47.111943,-119.265826,"Moses Lake, WA","Moses Lake-Othello, WA"
3236,North Kitsap High School,2,118,Teaches Computer Science,18400,North Kitsap School District,North Kitsap High School,9,12,Megan Angela Sawicki,msawicki@nkschools.org,360.396.3102," Public School, Regular School",High School,Poulsbo,North Kitsap High School,1780 NE Hostmark St,WA,98370,Kitsap County,47.734379,-122.625537,"Bremerton-Silverdale, WA","Seattle-Tacoma, WA"
3246,Wilson,4,148,Teaches Computer Science,27010,Tacoma School District,Wilson,9,12,Bernadette  Ray,bray@tacoma.k12.wa.us,253.571.6000," Public School, Regular School",High School,Tacoma,Wilson,1202 N Orchard St,WA,98406,Pierce County,47.261107,-122.506905,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3247,Sumner High School,2,67,Teaches Computer Science,27320,Sumner School District,Sumner High School,9,12,Kassie  Meath,kassie_meath@sumnersd.org,253.891.5500," Public School, Regular School",High School,Sumner,Sumner High School,1707 Main St,WA,98390,Pierce County,47.203528,-122.232313,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3276,Ingraham High School,18,379,Teaches Computer Science,17001,Seattle Public Schools,Ingraham High School,9,12,Martin  Floe,mfloe@seattleschools.org,(206) 252-3880," Public School, Regular School",High School,Seattle,Ingraham High School,1819 N 135 ST,WA,98133,King County,47.725745,-122.336904,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3282,Sammamish Senior High,6,204,Teaches Computer Science,17405,Bellevue School District,Sammamish Senior High,9,12,Derrick  Richardson,richardsonde@bsd405.org,425.456.7600," Public School, Regular School",High School,Bellevue,Sammamish Senior High,100  140th Avenue SE,WA,98005,King County,47.60802,-122.152288,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3303,Mountlake Terrace High School,10,316,Teaches Computer Science,31015,Edmonds School District,Mountlake Terrace High School,9,12,Greg  Schellenberg,schellenbergg721@edmonds.wednet.edu,425.431.7777," Public School, Regular School",High School,Mtlk Terrace,Mountlake Terrace High School,21801 44TH AVE W,WA,98043,Snohomish County,47.801615,-122.288181,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3310,Colville Senior High School,2,75,Teaches Computer Science,33115,Colville School District,Colville Senior High School,9,12,Kevin  Knight,kknight@colsd.org,509.684.7800," Public School, Regular School",High School,Colville,Colville Senior High School,154 Highway 20 E,WA,99114,Stevens County,48.544948,-117.876007,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3327,Rainier Beach High School,4,110,Teaches Computer Science,17001,Seattle Public Schools,Rainier Beach High School,9,12,Keith  Smith,klsmith@seattleschools.org,206.252.6350," Public School, Regular School",High School,Seattle,Rainier Beach High School,8815 SEWARD PARK AV S,WA,98118,King County,47.524526,-122.26631,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3330,Enumclaw Sr High School,4,68,Teaches Computer Science,17216,Enumclaw School District,Enumclaw Sr High School,9,12,Aaron  Lee,aaron_lee@enumclaw.wednet.edu,360.802.7669," Public School, Regular School",High School,Enumclaw,Enumclaw Sr High School,226 Semanski St South,WA,98022,King County,47.190352,-122.006793,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3343,Shorecrest High School,4,96,Teaches Computer Science,17412,Shoreline School District,Shorecrest High School,9,12,Lisa  Gonzalez,lisa.gonzalez@shorelineschools.org,206.393.4289," Public School, Regular School",High School,Shoreline,Shorecrest High School,15343 25th Avenue N.E.,WA,98155,King County,47.74087,-122.303391,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3360,East Valley High School,6,102,Teaches Computer Science,32361,East Valley School District (Spokane),East Valley High School,9,12,Matthew  Stevens,stevensma@evsd.org,509.927.3200," Public School, Regular School",High School,Spokane Valley,East Valley High School,15711 E Wellesley Ave,WA,99216,Spokane County,47.702593,-117.194266,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID"
3362,Tumwater High School,10,318,Teaches Computer Science,34033,Tumwater School District,Tumwater High School,9,12,Jeff  Broome,jeff.broome@tumwater.k12.wa.us,360.709.7600," Public School, Regular School",High School,Tumwater,Tumwater High School,700 Israel Road,WA,98501,Thurston County,46.986199,-122.916269,"Olympia-Tumwater, WA","Seattle-Tacoma, WA"
3385,Issaquah High School,6,280,Teaches Computer Science,17411,Issaquah School District,Issaquah High School,9,12,Andrea Marlo Mccormick,mccormicka@issaquah.wednet.edu,425.837.6000," Public School, Regular School",High School,Issaquah,Issaquah High School,700 2ND AVE SE,WA,98027,King County,47.522857,-122.028184,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
3407,Cascade High School,8,148,Teaches Computer Science,31002,Everett School District,Cascade High School,9,12,Cathy  Woods,cwoods2@everettsd.org,425.385.6000," Public School, Regular School",High School,Everett,Cascade High School,801 E. Casino Rd.,WA,98203,Snohomish County,47.924371,-122.222728,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma, WA"
